title,location,salary_range,company_name,industry,company_size,ownership_type,job_code,description,company_intro
数据工程师,西安,8-13K,样例企业523,金融科技,100-499人,民营,J-DE-001-00523,"负责数据管道、数仓建模和数据基础设施建设，强调工程能力与稳定性意识。 重点技能：Python, SQL, ETL, Airflow, 数据仓库, Spark, 数据治理",用于演示 CareerPilot 岗位导入能力的样例数据。
数据产品经理,上海,9-14K,样例企业524,智能制造,100-499人,国企,J-DPM-001-00524,"负责数据产品方案设计与落地，强调业务理解、跨团队推动和数据思维。 重点技能：需求分析, 数据指标体系, 原型设计, SQL, 项目推进, 产品文档",用于演示 CareerPilot 岗位导入能力的样例数据。
AI 算法工程师,北京,10-15K,样例企业525,信息化服务,100-499人,民营,J-AI-001-00525,"负责模型训练、评估与算法优化，强调数学基础、工程实现与问题抽象能力。 重点技能：Python, 机器学习, 深度学习, PyTorch, 数据处理, 模型评估, 算法优化",用于演示 CareerPilot 岗位导入能力的样例数据。
运维工程师,成都,11-16K,样例企业526,教育科技,1000-9999人,民营,J-OPS-001-00526,"保障系统稳定运行、发布部署和监控告警，强调可靠性意识与应急响应能力。 重点技能：Linux, Docker, CI/CD, 监控告警, 网络基础, 故障排查, 自动化运维",用于演示 CareerPilot 岗位导入能力的样例数据。
UI/UX 设计师,成都,12-17K,样例企业527,金融科技,100-499人,国企,J-UI-001-00527,"负责产品视觉设计与用户体验优化，强调设计表达、用户洞察和协作落地能力。 重点技能：Figma, 视觉设计, 交互设计, 用户研究, 原型设计, 设计规范, 可用性分析",用于演示 CareerPilot 岗位导入能力的样例数据。
产品经理,成都,13-18K,样例企业528,互联网,1000-9999人,国企,J-PM-001-00528,"负责需求洞察、方案设计和项目推进，强调系统思考、协作推进与商业敏感度。 重点技能：需求分析, 产品规划, 原型设计, 项目管理, 数据分析, 竞品分析, PRD",用于演示 CareerPilot 岗位导入能力的样例数据。
前端开发工程师,深圳,8-13K,样例企业529,信息化服务,500-999人,国企,J-FE-001-00529,"负责 Web 前端界面开发、交互实现与性能优化，强调工程质量、跨团队协作与用户体验意识。 重点技能：JavaScript, TypeScript, React, Next.js, HTML, CSS, 接口联调",用于演示 CareerPilot 岗位导入能力的样例数据。
后端开发工程师,杭州,9-14K,样例企业530,互联网,1000-9999人,民营,J-BE-001-00530,"负责服务端接口、数据建模、性能治理与稳定性建设，强调业务抽象和系统设计能力。 重点技能：Python, FastAPI, SQL, PostgreSQL, Redis, 系统设计, 接口设计",用于演示 CareerPilot 岗位导入能力的样例数据。
全栈工程师,成都,10-15K,样例企业531,信息化服务,500-999人,民营,J-FS-001-00531,"同时负责前后端交付，要求较强的问题解决能力、业务理解能力和工程完整性。 重点技能：JavaScript, TypeScript, React, Node.js, Python, 数据库设计, 部署运维",用于演示 CareerPilot 岗位导入能力的样例数据。
测试工程师,成都,11-16K,样例企业532,教育科技,1000-9999人,国企,J-QA-001-00532,"负责测试计划、功能回归、缺陷跟踪和质量保障，强调细致性与流程意识。 重点技能：测试用例设计, 接口测试, 缺陷管理, SQL, 自动化测试基础, 质量分析",用于演示 CareerPilot 岗位导入能力的样例数据。
测试开发工程师,上海,12-17K,样例企业533,金融科技,1000-9999人,国企,J-QD-001-00533,"通过自动化平台和脚本能力提升测试效率，要求质量意识与开发能力并重。 重点技能：Python, 自动化测试, 接口测试, CI/CD, 质量平台, 脚本开发",用于演示 CareerPilot 岗位导入能力的样例数据。
数据分析师,北京,13-18K,样例企业534,互联网,500-999人,民营,J-DA-001-00534,"通过数据清洗、分析建模和业务洞察支持决策，强调分析能力、表达能力和业务理解。 重点技能：SQL, Python, Excel, 数据可视化, 统计分析, 业务分析, A/B 测试",用于演示 CareerPilot 岗位导入能力的样例数据。
数据工程师,西安,8-13K,样例企业535,智能制造,500-999人,民营,J-DE-001-00535,"负责数据管道、数仓建模和数据基础设施建设，强调工程能力与稳定性意识。 重点技能：Python, SQL, ETL, Airflow, 数据仓库, Spark, 数据治理",用于演示 CareerPilot 岗位导入能力的样例数据。
数据产品经理,成都,9-14K,样例企业536,互联网,100-499人,民营,J-DPM-001-00536,"负责数据产品方案设计与落地，强调业务理解、跨团队推动和数据思维。 重点技能：需求分析, 数据指标体系, 原型设计, SQL, 项目推进, 产品文档",用于演示 CareerPilot 岗位导入能力的样例数据。
AI 算法工程师,成都,10-15K,样例企业537,互联网,100-499人,民营,J-AI-001-00537,"负责模型训练、评估与算法优化，强调数学基础、工程实现与问题抽象能力。 重点技能：Python, 机器学习, 深度学习, PyTorch, 数据处理, 模型评估, 算法优化",用于演示 CareerPilot 岗位导入能力的样例数据。
运维工程师,深圳,11-16K,样例企业538,教育科技,500-999人,民营,J-OPS-001-00538,"保障系统稳定运行、发布部署和监控告警，强调可靠性意识与应急响应能力。 重点技能：Linux, Docker, CI/CD, 监控告警, 网络基础, 故障排查, 自动化运维",用于演示 CareerPilot 岗位导入能力的样例数据。
UI/UX 设计师,杭州,12-17K,样例企业539,信息化服务,100-499人,上市公司,J-UI-001-00539,"负责产品视觉设计与用户体验优化，强调设计表达、用户洞察和协作落地能力。 重点技能：Figma, 视觉设计, 交互设计, 用户研究, 原型设计, 设计规范, 可用性分析",用于演示 CareerPilot 岗位导入能力的样例数据。
产品经理,上海,13-18K,样例企业540,互联网,500-999人,国企,J-PM-001-00540,"负责需求洞察、方案设计和项目推进，强调系统思考、协作推进与商业敏感度。 重点技能：需求分析, 产品规划, 原型设计, 项目管理, 数据分析, 竞品分析, PRD",用于演示 CareerPilot 岗位导入能力的样例数据。
前端开发工程师,深圳,8-13K,样例企业541,智能制造,500-999人,上市公司,J-FE-001-00541,"负责 Web 前端界面开发、交互实现与性能优化，强调工程质量、跨团队协作与用户体验意识。 重点技能：JavaScript, TypeScript, React, Next.js, HTML, CSS, 接口联调",用于演示 CareerPilot 岗位导入能力的样例数据。
后端开发工程师,深圳,9-14K,样例企业542,金融科技,500-999人,上市公司,J-BE-001-00542,"负责服务端接口、数据建模、性能治理与稳定性建设，强调业务抽象和系统设计能力。 重点技能：Python, FastAPI, SQL, PostgreSQL, Redis, 系统设计, 接口设计",用于演示 CareerPilot 岗位导入能力的样例数据。
全栈工程师,深圳,10-15K,样例企业543,信息化服务,100-499人,上市公司,J-FS-001-00543,"同时负责前后端交付，要求较强的问题解决能力、业务理解能力和工程完整性。 重点技能：JavaScript, TypeScript, React, Node.js, Python, 数据库设计, 部署运维",用于演示 CareerPilot 岗位导入能力的样例数据。
测试工程师,北京,11-16K,样例企业544,金融科技,100-499人,国企,J-QA-001-00544,"负责测试计划、功能回归、缺陷跟踪和质量保障，强调细致性与流程意识。 重点技能：测试用例设计, 接口测试, 缺陷管理, SQL, 自动化测试基础, 质量分析",用于演示 CareerPilot 岗位导入能力的样例数据。
测试开发工程师,深圳,12-17K,样例企业545,智能制造,100-499人,国企,J-QD-001-00545,"通过自动化平台和脚本能力提升测试效率，要求质量意识与开发能力并重。 重点技能：Python, 自动化测试, 接口测试, CI/CD, 质量平台, 脚本开发",用于演示 CareerPilot 岗位导入能力的样例数据。
数据分析师,西安,13-18K,样例企业546,金融科技,500-999人,民营,J-DA-001-00546,"通过数据清洗、分析建模和业务洞察支持决策，强调分析能力、表达能力和业务理解。 重点技能：SQL, Python, Excel, 数据可视化, 统计分析, 业务分析, A/B 测试",用于演示 CareerPilot 岗位导入能力的样例数据。
数据工程师,成都,8-13K,样例企业547,金融科技,1000-9999人,国企,J-DE-001-00547,"负责数据管道、数仓建模和数据基础设施建设，强调工程能力与稳定性意识。 重点技能：Python, SQL, ETL, Airflow, 数据仓库, Spark, 数据治理",用于演示 CareerPilot 岗位导入能力的样例数据。
数据产品经理,上海,9-14K,样例企业548,互联网,500-999人,国企,J-DPM-001-00548,"负责数据产品方案设计与落地，强调业务理解、跨团队推动和数据思维。 重点技能：需求分析, 数据指标体系, 原型设计, SQL, 项目推进, 产品文档",用于演示 CareerPilot 岗位导入能力的样例数据。
AI 算法工程师,成都,10-15K,样例企业549,教育科技,1000-9999人,上市公司,J-AI-001-00549,"负责模型训练、评估与算法优化，强调数学基础、工程实现与问题抽象能力。 重点技能：Python, 机器学习, 深度学习, PyTorch, 数据处理, 模型评估, 算法优化",用于演示 CareerPilot 岗位导入能力的样例数据。
运维工程师,上海,11-16K,样例企业550,金融科技,100-499人,上市公司,J-OPS-001-00550,"保障系统稳定运行、发布部署和监控告警，强调可靠性意识与应急响应能力。 重点技能：Linux, Docker, CI/CD, 监控告警, 网络基础, 故障排查, 自动化运维",用于演示 CareerPilot 岗位导入能力的样例数据。
UI/UX 设计师,上海,12-17K,样例企业551,信息化服务,500-999人,上市公司,J-UI-001-00551,"负责产品视觉设计与用户体验优化，强调设计表达、用户洞察和协作落地能力。 重点技能：Figma, 视觉设计, 交互设计, 用户研究, 原型设计, 设计规范, 可用性分析",用于演示 CareerPilot 岗位导入能力的样例数据。
产品经理,北京,13-18K,样例企业552,智能制造,500-999人,国企,J-PM-001-00552,"负责需求洞察、方案设计和项目推进，强调系统思考、协作推进与商业敏感度。 重点技能：需求分析, 产品规划, 原型设计, 项目管理, 数据分析, 竞品分析, PRD",用于演示 CareerPilot 岗位导入能力的样例数据。
前端开发工程师,深圳,8-13K,样例企业553,信息化服务,100-499人,民营,J-FE-001-00553,"负责 Web 前端界面开发、交互实现与性能优化，强调工程质量、跨团队协作与用户体验意识。 重点技能：JavaScript, TypeScript, React, Next.js, HTML, CSS, 接口联调",用于演示 CareerPilot 岗位导入能力的样例数据。
后端开发工程师,北京,9-14K,样例企业554,教育科技,1000-9999人,国企,J-BE-001-00554,"负责服务端接口、数据建模、性能治理与稳定性建设，强调业务抽象和系统设计能力。 重点技能：Python, FastAPI, SQL, PostgreSQL, Redis, 系统设计, 接口设计",用于演示 CareerPilot 岗位导入能力的样例数据。
全栈工程师,成都,10-15K,样例企业555,智能制造,100-499人,上市公司,J-FS-001-00555,"同时负责前后端交付，要求较强的问题解决能力、业务理解能力和工程完整性。 重点技能：JavaScript, TypeScript, React, Node.js, Python, 数据库设计, 部署运维",用于演示 CareerPilot 岗位导入能力的样例数据。
测试工程师,西安,11-16K,样例企业556,金融科技,100-499人,国企,J-QA-001-00556,"负责测试计划、功能回归、缺陷跟踪和质量保障，强调细致性与流程意识。 重点技能：测试用例设计, 接口测试, 缺陷管理, SQL, 自动化测试基础, 质量分析",用于演示 CareerPilot 岗位导入能力的样例数据。
测试开发工程师,西安,12-17K,样例企业557,教育科技,500-999人,国企,J-QD-001-00557,"通过自动化平台和脚本能力提升测试效率，要求质量意识与开发能力并重。 重点技能：Python, 自动化测试, 接口测试, CI/CD, 质量平台, 脚本开发",用于演示 CareerPilot 岗位导入能力的样例数据。
数据分析师,西安,13-18K,样例企业558,智能制造,100-499人,民营,J-DA-001-00558,"通过数据清洗、分析建模和业务洞察支持决策，强调分析能力、表达能力和业务理解。 重点技能：SQL, Python, Excel, 数据可视化, 统计分析, 业务分析, A/B 测试",用于演示 CareerPilot 岗位导入能力的样例数据。
数据工程师,杭州,8-13K,样例企业559,信息化服务,100-499人,国企,J-DE-001-00559,"负责数据管道、数仓建模和数据基础设施建设，强调工程能力与稳定性意识。 重点技能：Python, SQL, ETL, Airflow, 数据仓库, Spark, 数据治理",用于演示 CareerPilot 岗位导入能力的样例数据。
数据产品经理,上海,9-14K,样例企业560,信息化服务,1000-9999人,民营,J-DPM-001-00560,"负责数据产品方案设计与落地，强调业务理解、跨团队推动和数据思维。 重点技能：需求分析, 数据指标体系, 原型设计, SQL, 项目推进, 产品文档",用于演示 CareerPilot 岗位导入能力的样例数据。
AI 算法工程师,深圳,10-15K,样例企业561,教育科技,100-499人,民营,J-AI-001-00561,"负责模型训练、评估与算法优化，强调数学基础、工程实现与问题抽象能力。 重点技能：Python, 机器学习, 深度学习, PyTorch, 数据处理, 模型评估, 算法优化",用于演示 CareerPilot 岗位导入能力的样例数据。
运维工程师,深圳,11-16K,样例企业562,智能制造,500-999人,国企,J-OPS-001-00562,"保障系统稳定运行、发布部署和监控告警，强调可靠性意识与应急响应能力。 重点技能：Linux, Docker, CI/CD, 监控告警, 网络基础, 故障排查, 自动化运维",用于演示 CareerPilot 岗位导入能力的样例数据。
UI/UX 设计师,成都,12-17K,样例企业563,教育科技,500-999人,上市公司,J-UI-001-00563,"负责产品视觉设计与用户体验优化，强调设计表达、用户洞察和协作落地能力。 重点技能：Figma, 视觉设计, 交互设计, 用户研究, 原型设计, 设计规范, 可用性分析",用于演示 CareerPilot 岗位导入能力的样例数据。
产品经理,上海,13-18K,样例企业564,信息化服务,100-499人,国企,J-PM-001-00564,"负责需求洞察、方案设计和项目推进，强调系统思考、协作推进与商业敏感度。 重点技能：需求分析, 产品规划, 原型设计, 项目管理, 数据分析, 竞品分析, PRD",用于演示 CareerPilot 岗位导入能力的样例数据。
前端开发工程师,西安,8-13K,样例企业565,智能制造,100-499人,民营,J-FE-001-00565,"负责 Web 前端界面开发、交互实现与性能优化，强调工程质量、跨团队协作与用户体验意识。 重点技能：JavaScript, TypeScript, React, Next.js, HTML, CSS, 接口联调",用于演示 CareerPilot 岗位导入能力的样例数据。
后端开发工程师,西安,9-14K,样例企业566,互联网,500-999人,上市公司,J-BE-001-00566,"负责服务端接口、数据建模、性能治理与稳定性建设，强调业务抽象和系统设计能力。 重点技能：Python, FastAPI, SQL, PostgreSQL, Redis, 系统设计, 接口设计",用于演示 CareerPilot 岗位导入能力的样例数据。
全栈工程师,成都,10-15K,样例企业567,信息化服务,100-499人,民营,J-FS-001-00567,"同时负责前后端交付，要求较强的问题解决能力、业务理解能力和工程完整性。 重点技能：JavaScript, TypeScript, React, Node.js, Python, 数据库设计, 部署运维",用于演示 CareerPilot 岗位导入能力的样例数据。
测试工程师,西安,11-16K,样例企业568,互联网,1000-9999人,上市公司,J-QA-001-00568,"负责测试计划、功能回归、缺陷跟踪和质量保障，强调细致性与流程意识。 重点技能：测试用例设计, 接口测试, 缺陷管理, SQL, 自动化测试基础, 质量分析",用于演示 CareerPilot 岗位导入能力的样例数据。
测试开发工程师,成都,12-17K,样例企业569,信息化服务,500-999人,国企,J-QD-001-00569,"通过自动化平台和脚本能力提升测试效率，要求质量意识与开发能力并重。 重点技能：Python, 自动化测试, 接口测试, CI/CD, 质量平台, 脚本开发",用于演示 CareerPilot 岗位导入能力的样例数据。
数据分析师,上海,13-18K,样例企业570,互联网,500-999人,上市公司,J-DA-001-00570,"通过数据清洗、分析建模和业务洞察支持决策，强调分析能力、表达能力和业务理解。 重点技能：SQL, Python, Excel, 数据可视化, 统计分析, 业务分析, A/B 测试",用于演示 CareerPilot 岗位导入能力的样例数据。
数据工程师,杭州,8-13K,样例企业571,信息化服务,1000-9999人,国企,J-DE-001-00571,"负责数据管道、数仓建模和数据基础设施建设，强调工程能力与稳定性意识。 重点技能：Python, SQL, ETL, Airflow, 数据仓库, Spark, 数据治理",用于演示 CareerPilot 岗位导入能力的样例数据。
数据产品经理,深圳,9-14K,样例企业572,智能制造,1000-9999人,上市公司,J-DPM-001-00572,"负责数据产品方案设计与落地，强调业务理解、跨团队推动和数据思维。 重点技能：需求分析, 数据指标体系, 原型设计, SQL, 项目推进, 产品文档",用于演示 CareerPilot 岗位导入能力的样例数据。
AI 算法工程师,深圳,10-15K,样例企业573,互联网,1000-9999人,国企,J-AI-001-00573,"负责模型训练、评估与算法优化，强调数学基础、工程实现与问题抽象能力。 重点技能：Python, 机器学习, 深度学习, PyTorch, 数据处理, 模型评估, 算法优化",用于演示 CareerPilot 岗位导入能力的样例数据。
运维工程师,上海,11-16K,样例企业574,教育科技,1000-9999人,国企,J-OPS-001-00574,"保障系统稳定运行、发布部署和监控告警，强调可靠性意识与应急响应能力。 重点技能：Linux, Docker, CI/CD, 监控告警, 网络基础, 故障排查, 自动化运维",用于演示 CareerPilot 岗位导入能力的样例数据。
UI/UX 设计师,北京,12-17K,样例企业575,信息化服务,100-499人,民营,J-UI-001-00575,"负责产品视觉设计与用户体验优化，强调设计表达、用户洞察和协作落地能力。 重点技能：Figma, 视觉设计, 交互设计, 用户研究, 原型设计, 设计规范, 可用性分析",用于演示 CareerPilot 岗位导入能力的样例数据。
产品经理,杭州,13-18K,样例企业576,智能制造,500-999人,国企,J-PM-001-00576,"负责需求洞察、方案设计和项目推进，强调系统思考、协作推进与商业敏感度。 重点技能：需求分析, 产品规划, 原型设计, 项目管理, 数据分析, 竞品分析, PRD",用于演示 CareerPilot 岗位导入能力的样例数据。
前端开发工程师,北京,8-13K,样例企业577,金融科技,500-999人,民营,J-FE-001-00577,"负责 Web 前端界面开发、交互实现与性能优化，强调工程质量、跨团队协作与用户体验意识。 重点技能：JavaScript, TypeScript, React, Next.js, HTML, CSS, 接口联调",用于演示 CareerPilot 岗位导入能力的样例数据。
后端开发工程师,杭州,9-14K,样例企业578,智能制造,1000-9999人,国企,J-BE-001-00578,"负责服务端接口、数据建模、性能治理与稳定性建设，强调业务抽象和系统设计能力。 重点技能：Python, FastAPI, SQL, PostgreSQL, Redis, 系统设计, 接口设计",用于演示 CareerPilot 岗位导入能力的样例数据。
全栈工程师,上海,10-15K,样例企业579,互联网,500-999人,国企,J-FS-001-00579,"同时负责前后端交付，要求较强的问题解决能力、业务理解能力和工程完整性。 重点技能：JavaScript, TypeScript, React, Node.js, Python, 数据库设计, 部署运维",用于演示 CareerPilot 岗位导入能力的样例数据。
测试工程师,深圳,11-16K,样例企业580,金融科技,100-499人,上市公司,J-QA-001-00580,"负责测试计划、功能回归、缺陷跟踪和质量保障，强调细致性与流程意识。 重点技能：测试用例设计, 接口测试, 缺陷管理, SQL, 自动化测试基础, 质量分析",用于演示 CareerPilot 岗位导入能力的样例数据。
测试开发工程师,深圳,12-17K,样例企业581,信息化服务,1000-9999人,民营,J-QD-001-00581,"通过自动化平台和脚本能力提升测试效率，要求质量意识与开发能力并重。 重点技能：Python, 自动化测试, 接口测试, CI/CD, 质量平台, 脚本开发",用于演示 CareerPilot 岗位导入能力的样例数据。
数据分析师,深圳,13-18K,样例企业582,金融科技,1000-9999人,上市公司,J-DA-001-00582,"通过数据清洗、分析建模和业务洞察支持决策，强调分析能力、表达能力和业务理解。 重点技能：SQL, Python, Excel, 数据可视化, 统计分析, 业务分析, A/B 测试",用于演示 CareerPilot 岗位导入能力的样例数据。
数据工程师,上海,8-13K,样例企业583,金融科技,500-999人,民营,J-DE-001-00583,"负责数据管道、数仓建模和数据基础设施建设，强调工程能力与稳定性意识。 重点技能：Python, SQL, ETL, Airflow, 数据仓库, Spark, 数据治理",用于演示 CareerPilot 岗位导入能力的样例数据。
数据产品经理,杭州,9-14K,样例企业584,智能制造,1000-9999人,上市公司,J-DPM-001-00584,"负责数据产品方案设计与落地，强调业务理解、跨团队推动和数据思维。 重点技能：需求分析, 数据指标体系, 原型设计, SQL, 项目推进, 产品文档",用于演示 CareerPilot 岗位导入能力的样例数据。
AI 算法工程师,西安,10-15K,样例企业585,智能制造,1000-9999人,民营,J-AI-001-00585,"负责模型训练、评估与算法优化，强调数学基础、工程实现与问题抽象能力。 重点技能：Python, 机器学习, 深度学习, PyTorch, 数据处理, 模型评估, 算法优化",用于演示 CareerPilot 岗位导入能力的样例数据。
运维工程师,上海,11-16K,样例企业586,互联网,1000-9999人,上市公司,J-OPS-001-00586,"保障系统稳定运行、发布部署和监控告警，强调可靠性意识与应急响应能力。 重点技能：Linux, Docker, CI/CD, 监控告警, 网络基础, 故障排查, 自动化运维",用于演示 CareerPilot 岗位导入能力的样例数据。
UI/UX 设计师,上海,12-17K,样例企业587,智能制造,500-999人,民营,J-UI-001-00587,"负责产品视觉设计与用户体验优化，强调设计表达、用户洞察和协作落地能力。 重点技能：Figma, 视觉设计, 交互设计, 用户研究, 原型设计, 设计规范, 可用性分析",用于演示 CareerPilot 岗位导入能力的样例数据。
产品经理,杭州,13-18K,样例企业588,金融科技,100-499人,民营,J-PM-001-00588,"负责需求洞察、方案设计和项目推进，强调系统思考、协作推进与商业敏感度。 重点技能：需求分析, 产品规划, 原型设计, 项目管理, 数据分析, 竞品分析, PRD",用于演示 CareerPilot 岗位导入能力的样例数据。
前端开发工程师,深圳,8-13K,样例企业589,互联网,1000-9999人,上市公司,J-FE-001-00589,"负责 Web 前端界面开发、交互实现与性能优化，强调工程质量、跨团队协作与用户体验意识。 重点技能：JavaScript, TypeScript, React, Next.js, HTML, CSS, 接口联调",用于演示 CareerPilot 岗位导入能力的样例数据。
后端开发工程师,上海,9-14K,样例企业590,信息化服务,500-999人,民营,J-BE-001-00590,"负责服务端接口、数据建模、性能治理与稳定性建设，强调业务抽象和系统设计能力。 重点技能：Python, FastAPI, SQL, PostgreSQL, Redis, 系统设计, 接口设计",用于演示 CareerPilot 岗位导入能力的样例数据。
全栈工程师,西安,10-15K,样例企业591,金融科技,500-999人,民营,J-FS-001-00591,"同时负责前后端交付，要求较强的问题解决能力、业务理解能力和工程完整性。 重点技能：JavaScript, TypeScript, React, Node.js, Python, 数据库设计, 部署运维",用于演示 CareerPilot 岗位导入能力的样例数据。
测试工程师,上海,11-16K,样例企业592,互联网,1000-9999人,上市公司,J-QA-001-00592,"负责测试计划、功能回归、缺陷跟踪和质量保障，强调细致性与流程意识。 重点技能：测试用例设计, 接口测试, 缺陷管理, SQL, 自动化测试基础, 质量分析",用于演示 CareerPilot 岗位导入能力的样例数据。
测试开发工程师,西安,12-17K,样例企业593,智能制造,100-499人,国企,J-QD-001-00593,"通过自动化平台和脚本能力提升测试效率，要求质量意识与开发能力并重。 重点技能：Python, 自动化测试, 接口测试, CI/CD, 质量平台, 脚本开发",用于演示 CareerPilot 岗位导入能力的样例数据。
数据分析师,上海,13-18K,样例企业594,信息化服务,100-499人,民营,J-DA-001-00594,"通过数据清洗、分析建模和业务洞察支持决策，强调分析能力、表达能力和业务理解。 重点技能：SQL, Python, Excel, 数据可视化, 统计分析, 业务分析, A/B 测试",用于演示 CareerPilot 岗位导入能力的样例数据。
数据工程师,成都,8-13K,样例企业595,智能制造,100-499人,上市公司,J-DE-001-00595,"负责数据管道、数仓建模和数据基础设施建设，强调工程能力与稳定性意识。 重点技能：Python, SQL, ETL, Airflow, 数据仓库, Spark, 数据治理",用于演示 CareerPilot 岗位导入能力的样例数据。
数据产品经理,深圳,9-14K,样例企业596,信息化服务,500-999人,民营,J-DPM-001-00596,"负责数据产品方案设计与落地，强调业务理解、跨团队推动和数据思维。 重点技能：需求分析, 数据指标体系, 原型设计, SQL, 项目推进, 产品文档",用于演示 CareerPilot 岗位导入能力的样例数据。
AI 算法工程师,上海,10-15K,样例企业597,互联网,500-999人,国企,J-AI-001-00597,"负责模型训练、评估与算法优化，强调数学基础、工程实现与问题抽象能力。 重点技能：Python, 机器学习, 深度学习, PyTorch, 数据处理, 模型评估, 算法优化",用于演示 CareerPilot 岗位导入能力的样例数据。
运维工程师,上海,11-16K,样例企业598,互联网,1000-9999人,上市公司,J-OPS-001-00598,"保障系统稳定运行、发布部署和监控告警，强调可靠性意识与应急响应能力。 重点技能：Linux, Docker, CI/CD, 监控告警, 网络基础, 故障排查, 自动化运维",用于演示 CareerPilot 岗位导入能力的样例数据。
UI/UX 设计师,成都,12-17K,样例企业599,互联网,1000-9999人,上市公司,J-UI-001-00599,"负责产品视觉设计与用户体验优化，强调设计表达、用户洞察和协作落地能力。 重点技能：Figma, 视觉设计, 交互设计, 用户研究, 原型设计, 设计规范, 可用性分析",用于演示 CareerPilot 岗位导入能力的样例数据。
产品经理,北京,13-18K,样例企业600,互联网,100-499人,民营,J-PM-001-00600,"负责需求洞察、方案设计和项目推进，强调系统思考、协作推进与商业敏感度。 重点技能：需求分析, 产品规划, 原型设计, 项目管理, 数据分析, 竞品分析, PRD",用于演示 CareerPilot 岗位导入能力的样例数据。
前端开发工程师,上海,8-13K,样例企业601,互联网,1000-9999人,民营,J-FE-001-00601,"负责 Web 前端界面开发、交互实现与性能优化，强调工程质量、跨团队协作与用户体验意识。 重点技能：JavaScript, TypeScript, React, Next.js, HTML, CSS, 接口联调",用于演示 CareerPilot 岗位导入能力的样例数据。
后端开发工程师,杭州,9-14K,样例企业602,信息化服务,500-999人,民营,J-BE-001-00602,"负责服务端接口、数据建模、性能治理与稳定性建设，强调业务抽象和系统设计能力。 重点技能：Python, FastAPI, SQL, PostgreSQL, Redis, 系统设计, 接口设计",用于演示 CareerPilot 岗位导入能力的样例数据。
全栈工程师,成都,10-15K,样例企业603,互联网,100-499人,上市公司,J-FS-001-00603,"同时负责前后端交付，要求较强的问题解决能力、业务理解能力和工程完整性。 重点技能：JavaScript, TypeScript, React, Node.js, Python, 数据库设计, 部署运维",用于演示 CareerPilot 岗位导入能力的样例数据。
测试工程师,北京,11-16K,样例企业604,金融科技,500-999人,国企,J-QA-001-00604,"负责测试计划、功能回归、缺陷跟踪和质量保障，强调细致性与流程意识。 重点技能：测试用例设计, 接口测试, 缺陷管理, SQL, 自动化测试基础, 质量分析",用于演示 CareerPilot 岗位导入能力的样例数据。
测试开发工程师,成都,12-17K,样例企业605,互联网,100-499人,民营,J-QD-001-00605,"通过自动化平台和脚本能力提升测试效率，要求质量意识与开发能力并重。 重点技能：Python, 自动化测试, 接口测试, CI/CD, 质量平台, 脚本开发",用于演示 CareerPilot 岗位导入能力的样例数据。
数据分析师,深圳,13-18K,样例企业606,教育科技,1000-9999人,上市公司,J-DA-001-00606,"通过数据清洗、分析建模和业务洞察支持决策，强调分析能力、表达能力和业务理解。 重点技能：SQL, Python, Excel, 数据可视化, 统计分析, 业务分析, A/B 测试",用于演示 CareerPilot 岗位导入能力的样例数据。
数据工程师,成都,8-13K,样例企业607,互联网,100-499人,民营,J-DE-001-00607,"负责数据管道、数仓建模和数据基础设施建设，强调工程能力与稳定性意识。 重点技能：Python, SQL, ETL, Airflow, 数据仓库, Spark, 数据治理",用于演示 CareerPilot 岗位导入能力的样例数据。
数据产品经理,北京,9-14K,样例企业608,信息化服务,1000-9999人,国企,J-DPM-001-00608,"负责数据产品方案设计与落地，强调业务理解、跨团队推动和数据思维。 重点技能：需求分析, 数据指标体系, 原型设计, SQL, 项目推进, 产品文档",用于演示 CareerPilot 岗位导入能力的样例数据。
AI 算法工程师,上海,10-15K,样例企业609,互联网,500-999人,民营,J-AI-001-00609,"负责模型训练、评估与算法优化，强调数学基础、工程实现与问题抽象能力。 重点技能：Python, 机器学习, 深度学习, PyTorch, 数据处理, 模型评估, 算法优化",用于演示 CareerPilot 岗位导入能力的样例数据。
运维工程师,深圳,11-16K,样例企业610,智能制造,1000-9999人,民营,J-OPS-001-00610,"保障系统稳定运行、发布部署和监控告警，强调可靠性意识与应急响应能力。 重点技能：Linux, Docker, CI/CD, 监控告警, 网络基础, 故障排查, 自动化运维",用于演示 CareerPilot 岗位导入能力的样例数据。
UI/UX 设计师,深圳,12-17K,样例企业611,金融科技,500-999人,民营,J-UI-001-00611,"负责产品视觉设计与用户体验优化，强调设计表达、用户洞察和协作落地能力。 重点技能：Figma, 视觉设计, 交互设计, 用户研究, 原型设计, 设计规范, 可用性分析",用于演示 CareerPilot 岗位导入能力的样例数据。
产品经理,成都,13-18K,样例企业612,智能制造,100-499人,民营,J-PM-001-00612,"负责需求洞察、方案设计和项目推进，强调系统思考、协作推进与商业敏感度。 重点技能：需求分析, 产品规划, 原型设计, 项目管理, 数据分析, 竞品分析, PRD",用于演示 CareerPilot 岗位导入能力的样例数据。
前端开发工程师,成都,8-13K,样例企业613,智能制造,100-499人,上市公司,J-FE-001-00613,"负责 Web 前端界面开发、交互实现与性能优化，强调工程质量、跨团队协作与用户体验意识。 重点技能：JavaScript, TypeScript, React, Next.js, HTML, CSS, 接口联调",用于演示 CareerPilot 岗位导入能力的样例数据。
